Player_initial_last,tournament id,player id,hole_par,strokes,hole_DKP,hole_FDP,hole_SDP,streak_DKP,streak_FDP,streak_SDP,n_rounds,made_cut,pos,finish_DKP,finish_FDP,finish_SDP,total_DKP,total_FDP,total_SDP,player,Unnamed: 2,Unnamed: 3,Unnamed: 4,tournament name,course,date,purse,season,no_cut,Finish,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total
A. Cejka,3768,512,284,275,80,72.9,72,6,18.8,7,4,1,2,20,20,13,106,111.7,92,Alex Cejka,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T2,0.39,1.15,1.31,-0.13,2.33,2.72
A. Cook,3768,9517,284,281,62.5,56,65,3,7,3,4,1,20,5,4,2,70.5,67,70,Austin Cook,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,1.25,0.78,-0.55,-0.26,-0.03,1.22
A. Gonzales,3768,1748,142,146,23,18.6,22,0,0.4,0,2,0,NA,0,0,0,23,19,22,Andres Gonzales,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-2.05,0.97,0.11,-0.3,0.78,-1.27
A. Lahiri,3768,4989,284,285,57,48.9,58,3,8.4,3,4,1,51,0,0,0,60,57.3,61,Anirban Lahiri,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T51,0.99,0.05,-0.6,-0.22,-0.77,0.22
A. Landry,3768,4682,142,150,16.5,9.9,17,0,0.8,0,2,0,NA,0,0,0,16.5,10.7,17,Andrew Landry,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.88,-1.56,0.27,-0.1,-1.39,-3.27
A. Putnam,3768,5502,142,144,28.5,23.3,25,0,1,0,2,0,NA,0,0,0,28.5,24.3,25,Andrew Putnam,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.67,0.36,0.81,-0.77,0.4,-0.27
A. Schenk,3768,10372,284,281,57.5,53.2,67,3,2.8,3,4,1,20,5,4,2,65.5,60,72,Adam Schenk,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,0.63,0.55,-0.45,0.49,0.59,1.22
A. Wise,3768,10577,284,282,61.5,54.5,63,0,8,0,4,1,32,2,1,0,63.5,63.5,63,Aaron Wise,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,1.11,-0.19,-0.33,0.38,-0.14,0.97
B. An,3768,5285,284,282,62,56.4,67,3,12.2,4,4,1,32,2,1,0,67,69.6,71,Byeong Hun An,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,-0.27,-0.74,1.47,0.52,1.25,0.97
B. Crane,3768,693,142,146,22,17,24,0,0.4,0,2,0,NA,0,0,0,22,17.4,24,Ben Crane,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,1.35,-0.77,-1.34,-0.5,-2.62,-1.27
B. Davis,3768,1049,284,289,46.5,39,53,0,1.4,0,4,1,68,0,0,0,46.5,40.4,53,Brian Davis,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T68,-0.65,-0.33,0.04,0.16,-0.13,-0.78
B. DeChambeau,3768,10046,284,277,67,64.1,70,0,12,0,4,1,7,10,10,7,77,86.1,77,Bryson DeChambeau,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T7,-0.09,-0.13,1.51,0.93,2.31,2.22
B. Garnett,3768,2283,142,148,26,17,20,5,0.8,0,2,0,NA,0,0,0,31,17.8,20,Brice Garnett,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-2.42,-0.99,1.22,-0.08,0.15,-2.27
B. Gay,3768,159,142,147,22,17,23,0,0,0,2,0,NA,0,0,0,22,17,23,Brian Gay,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.71,0.35,-0.78,-0.62,-1.06,-1.77
B. Hagy,3768,9584,284,283,69.5,59.5,58,0,12.8,0,4,1,41,1,0,0,70.5,72.3,58,Brandon Hagy,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T41,0.28,-0.33,0.13,0.64,0.44,0.72
B. Harkins,3768,7161,284,281,60.5,55.4,65,0,6.2,0,4,1,20,5,4,2,65.5,65.6,67,Brandon Harkins,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,-0.41,0.04,0.82,0.77,1.63,1.22
B. Horschel,3768,1651,71,67,22,21.6,20,0,6.4,0,1,0,NA,0,0,0,22,28,20,Billy Horschel,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,W/D,2.04,-0.66,1.9,0.9,2.13,4.17
B. Hossler,3768,6011,284,277,62.5,60.8,73,3,12,4,4,1,7,10,10,7,75.5,82.8,84,Beau Hossler,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T7,0.85,1.58,0.19,-0.39,1.37,2.22
B. Hurley,3768,1612,142,147,24.5,17.2,21,3,1.6,3,2,0,NA,0,0,0,27.5,18.8,24,Billy Hurley,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,NA,NA,NA,NA,NA,NA,NA
B. Martin,3768,4638,142,146,28,21.3,23,0,0.8,0,2,0,NA,0,0,0,28,22.1,23,Ben Martin,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.75,-0.14,-1.05,0.66,-0.52,-1.27
B. Silverman,3768,8910,284,284,67,53,62,3,7,3,4,1,47,1,0,0,71,60,65,Benjamin Silverman,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T47,0.72,0.6,-0.37,-0.47,-0.25,0.47
B. Stegmaier,3768,1673,284,284,63,55.7,57,0,6.2,0,4,1,47,1,0,0,64,61.9,57,Brett Stegmaier,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T47,0.07,0.01,0.59,-0.19,0.4,0.47
B. Stuard,3768,3599,284,286,51.5,44.1,59,0,0.8,0,4,1,57,0,0,0,51.5,44.9,59,Brian Stuard,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T57,-0.45,0.14,0.01,0.27,0.42,-0.03
B. Watson,3768,780,284,285,56.5,49.4,57,3,13.2,3,4,1,51,0,0,0,59.5,62.6,60,Bubba Watson,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T51,-0.35,-0.19,-0.36,1.12,0.57,0.22
C. Campbell,3768,68,284,290,48.5,39.7,49,0,8,0,4,1,72,0,0,0,48.5,47.7,49,Chad Campbell,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T72,-2.01,0.24,1.14,-0.4,0.98,-1.03
C. Conners,3768,9126,284,289,47.5,38,55,0,0.4,0,4,1,68,0,0,0,47.5,38.4,55,Corey Conners,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T68,-0.84,-0.44,-0.25,0.74,0.06,-0.78
C. Hadley,3768,5704,284,276,80.5,72.5,69,6,14.8,6,4,1,4,16,16,10,102.5,103.3,85,Chesson Hadley,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T4,1.23,-0.2,1.13,0.32,1.24,2.47
C. Hoffman,3768,205,284,280,67,60.4,66,3,7.8,3,4,1,18,5,4,2,75,72.2,71,Charley Hoffman,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T18,0.32,-0.26,0.71,0.7,1.15,1.47
C. Kirk,3768,3449,142,145,22.5,19,25,0,0,0,2,0,NA,0,0,0,22.5,19,25,Chris Kirk,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.33,-1.35,1.02,-0.11,-0.44,-0.77
C. Knost,3768,1793,142,149,22,12.1,20,0,0.8,0,2,0,NA,0,0,0,22,12.9,20,Colt Knost,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.31,-1.05,-0.99,-1.04,-3.08,-2.77
C. Pan,3768,6017,142,148,19.5,14.4,22,0,0,0,2,0,NA,0,0,0,19.5,14.4,22,C.T. Pan,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.74,-0.05,-0.3,-1.17,-1.53,-2.27
C. Tringale,3768,4645,142,152,16.5,7.4,16,0,0.4,0,2,0,NA,0,0,0,16.5,7.8,16,Cameron Tringale,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-3.73,-0.06,-0.22,-0.27,-0.54,-4.27
C. Villegas,3768,1264,284,291,50,40.7,51,0,5.6,0,4,1,75,0,0,0,50,46.3,51,Camilo Villegas,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T75,-0.49,0.21,-0.47,-0.53,-0.79,-1.28
D. Fathauer,3768,3577,284,287,50.5,42.6,57,0,1.2,0,4,1,63,0,0,0,50.5,43.8,57,Derek Fathauer,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T63,-0.25,0.37,1.52,-1.93,-0.03,-0.28
D. Hearn,3768,928,142,144,28.5,23.3,25,0,5.8,0,2,0,NA,0,0,0,28.5,29.1,25,David Hearn,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0,-1.42,0.42,0.72,-0.27,-0.27
D. Lingmerth,3768,5574,284,286,59.5,49.1,55,0,12.2,0,4,1,57,0,0,0,59.5,61.3,55,David Lingmerth,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T57,0.66,-0.46,0.05,-0.28,-0.69,-0.03
D. McCarthy,3768,10054,142,145,27,22.2,25,0,1.2,0,2,0,NA,0,0,0,27,23.4,25,Denny McCarthy,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,1.03,-0.34,-0.7,-0.76,-1.8,-0.77
D. Points,3768,1196,142,154,12.5,1.3,13,0,0.4,0,2,0,NA,0,0,0,12.5,1.7,13,D.A. Points,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-2.58,-1.69,0.64,-1.64,-2.69,-5.27
D. Summerhays,3768,3452,284,286,54,46.8,56,3,12.4,3,4,1,57,0,0,0,57,59.2,59,Daniel Summerhays,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T57,0.87,1.13,-1.96,-0.07,-0.9,-0.03
E. Els,3768,123,284,285,53.5,47.2,59,0,6.2,0,4,1,51,0,0,0,53.5,53.4,59,Ernie Els,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T51,-0.67,0.53,1.43,-1.06,0.89,0.22
F. Gomez,3768,3375,142,145,21.5,17.4,27,0,0.2,0,2,0,NA,0,0,0,21.5,17.6,27,Fabian Gomez,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.83,1.37,0.42,-0.73,1.06,-0.77
G. Chalmers,3768,74,142,147,21.5,15,23,0,0.6,0,2,0,NA,0,0,0,21.5,15.6,23,Greg Chalmers,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.34,0.71,-2.36,0.23,-1.43,-1.77
G. McDowell,3768,301,284,278,65,61,70,3,10.2,4,4,1,10,7,6,4,75,77.2,78,Graeme McDowell,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T10,1.57,-0.26,-0.06,0.72,0.4,1.97
G. Ogilvy,3768,328,284,291,40.5,32.2,53,0,0.8,0,4,1,75,0,0,0,40.5,33,53,Geoff Ogilvy,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T75,-0.32,-0.68,-0.25,-0.02,-0.96,-1.28
G. Woodland,3768,3550,284,280,63,58,66,0,6.4,0,4,1,18,5,4,2,68,68.4,68,Gary Woodland,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T18,1.04,-0.98,1.44,-0.04,0.43,1.47
H. English,3768,5408,142,144,29.5,22.3,27,0,6.6,0,2,0,NA,0,0,0,29.5,28.9,27,Harris English,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.01,1.23,-0.89,-0.59,-0.26,-0.27
H. Mahan,3768,957,142,144,25.5,21.1,27,0,0.6,0,2,0,NA,0,0,0,25.5,21.7,27,Hunter Mahan,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.29,-1.98,1.28,0.14,-0.56,-0.27
H. Varner III,3768,6991,284,287,59.5,48.9,58,0,1.6,0,4,1,63,0,0,0,59.5,50.5,58,Harold Varner III,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T63,0.62,0.62,-1.28,-0.24,-0.9,-0.28
J. Blixt,3768,3856,142,147,20.5,15.9,24,0,0.6,0,2,0,NA,0,0,0,20.5,16.5,24,Jonas Blixt,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.28,-1.05,0.04,-0.48,-1.49,-1.77
J. Byrd,3768,508,142,146,25,19.2,22,0,0.4,0,2,0,NA,0,0,0,25,19.6,22,Jonathan Byrd,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.5,-0.57,1.59,-0.8,0.22,-1.27
J. Dahmen,3768,6196,142,144,23.5,20.5,27,3,1.2,3,2,0,NA,0,0,0,26.5,21.7,30,Joel Dahmen,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.34,1.03,-1.47,1.51,1.07,-0.27
J. Hahn,3768,5025,284,292,41.5,31.3,51,0,0.6,0,4,1,77,0,0,0,41.5,31.9,51,James Hahn,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T77,-1.4,-0.39,-0.65,0.91,-0.13,-1.53
J. Holmes,3768,1067,142,144,23.5,20.5,27,0,0.2,0,2,0,NA,0,0,0,23.5,20.7,27,J.B. Holmes,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.53,0.2,-1.31,1.36,0.25,-0.27
J. Huh,3768,5797,284,286,52.5,45.7,57,0,6.4,0,4,1,57,0,0,0,52.5,52.1,57,John Huh,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T57,1.06,-0.73,-0.73,0.37,-1.09,-0.03
J. Knous,3768,6894,284,283,60,53.5,60,3,8,3,4,1,41,1,0,0,64,61.5,63,Jim Knous,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T41,1.25,-0.01,-0.8,0.28,-0.53,0.72
J. Kokrak,3768,3317,284,281,65,57.3,66,0,12.2,0,4,1,20,5,4,2,70,73.5,68,Jason Kokrak,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,-0.27,0.42,1.03,0.03,1.49,1.22
J. Lovemark,3768,1676,142,145,29,22.8,25,0,1.8,0,2,0,NA,0,0,0,29,24.6,25,Jamie Lovemark,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.97,-0.65,-1.1,0,-1.74,-0.77
J. Poston,3768,10505,284,276,68,65.6,72,0,6,0,4,1,4,16,16,10,84,87.6,82,J.T. Poston,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T4,0.9,0.76,0.58,0.23,1.57,2.47
J. Potter,3768,2883,142,147,21.5,15,23,0,0.2,0,2,0,NA,0,0,0,21.5,15.2,23,Ted Potter Jr.,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.75,-0.01,-2.49,-0.02,-2.52,-1.77
J. Randolph,3768,5578,71,74,8,5.1,12,0,0,0,1,0,NA,0,0,0,8,5.1,12,Jonathan Randolph,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,W/D,-0.06,-1.48,-1.28,-0.01,-2.77,-2.83
J. Spaun,3768,10166,284,278,73,66,66,0,13.6,0,4,1,10,7,6,4,80,85.6,70,J.J. Spaun,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T10,-0.29,0.2,1.95,0.12,2.26,1.97
J. Walker,3768,446,142,147,23.5,18.2,19,0,1.4,0,2,0,NA,0,0,0,23.5,19.6,19,Jimmy Walker,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.09,-0.45,-0.4,-0.84,-1.69,-1.77
K. Chappell,3768,3857,284,281,63.5,57.6,63,3,13.8,3,4,1,20,5,4,2,71.5,75.4,68,Kevin Chappell,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,-1.79,0.73,1.15,1.12,3.01,1.22
K. Kraft,3768,6689,284,284,65,53.6,62,8,15.2,4,4,1,47,1,0,0,74,68.8,66,Kelly Kraft,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T47,1.33,0.6,-0.71,-0.75,-0.86,0.47
K. Mitchell,3768,8906,142,144,31.5,27.8,30,0,6,0,2,0,NA,0,0,0,31.5,33.8,30,Keith Mitchell,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.29,1.26,-2.16,0.34,-0.56,-0.27
K. Streelman,3768,1077,284,288,50,41.8,56,0,1.2,0,4,1,67,0,0,0,50,43,56,Kevin Streelman,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,67,-2.25,0.9,0.24,0.59,1.72,-0.53
K. Tway,3768,3793,284,282,66.5,58.5,61,0,6.4,0,4,1,32,2,1,0,68.5,65.9,61,Kevin Tway,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,1.02,1.15,-0.65,-0.55,-0.05,0.97
L. Donald,3768,601,284,282,64.5,57.9,61,3,9.4,3,4,1,32,2,1,0,69.5,68.3,64,Luke Donald,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,0.95,-0.31,0.4,-0.07,0.02,0.97
L. Griffin,3768,5962,142,148,19.5,11.9,23,0,0.2,0,2,0,NA,0,0,0,19.5,12.1,23,Lanto Griffin,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.03,0.18,-0.37,-1.06,-1.25,-2.27
L. List,3768,1059,284,281,67.5,58.8,63,0,8.2,0,4,1,20,5,4,2,72.5,71,65,Luke List,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,0.3,0.24,-0.32,1,0.92,1.22
M. Every,3768,1411,142,146,25.5,18.7,23,0,0.8,0,2,0,NA,0,0,0,25.5,19.5,23,Matt Every,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.3,-1.22,0.21,0.05,-0.97,-1.27
M. Flores,3768,1637,284,283,61,55.1,58,0,6.4,0,4,1,41,1,0,0,62,61.5,58,Martin Flores,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T41,-0.64,0.08,1.17,0.11,1.36,0.72
M. Hoffmann,3768,4781,142,150,18,11,16,0,0.2,0,2,0,NA,0,0,0,18,11.2,16,Morgan Hoffmann,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.08,0.23,-1.66,-0.76,-2.19,-3.27
M. Jones,3768,1367,142,150,20.5,13.5,19,0,1.6,0,2,0,NA,0,0,0,20.5,15.1,19,Matt Jones,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-2.14,0.48,-1.07,-0.54,-1.13,-3.27
M. Kim,3768,8974,142,153,14.5,6.8,16,0,0.4,0,2,0,NA,0,0,0,14.5,7.2,16,Michael Kim,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.71,0.82,-3.57,-1.31,-4.06,-4.77
M. Laird,3768,2571,142,144,28.5,23.3,25,0,1,0,2,0,NA,0,0,0,28.5,24.3,25,Martin Laird,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.09,-0.47,0.57,0.72,0.82,-0.27
M. McNealy,3768,9530,142,149,27.5,15.6,19,0,1.2,0,2,0,NA,0,0,0,27.5,16.8,19,Maverick McNealy,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,1.39,-1.2,-2.22,-0.73,-4.16,-2.77
M. Piller,3768,4010,142,147,18.5,12.8,25,0,0.4,0,2,0,NA,0,0,0,18.5,13.2,25,Martin Piller,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-0.94,-0.46,-0.49,0.13,-0.83,-1.77
M. Thompson,3768,3688,284,290,54,41.9,51,0,7.2,0,4,1,72,0,0,0,54,49.1,51,Michael Thompson,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T72,-0.02,0.06,-0.77,-0.3,-1.01,-1.03
N. Lashley,3768,1600,142,147,18.5,12.8,25,0,0.2,0,2,0,NA,0,0,0,18.5,13,25,Nate Lashley,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-2.34,1.42,-0.66,-0.18,0.57,-1.77
N. Lindheim,3768,6999,71,73,8.5,7.1,13,0,0,0,1,0,NA,0,0,0,8.5,7.1,13,Nicholas Lindheim,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,W/D,-0.03,-2.13,-0.39,0.72,-1.8,-1.83
N. Taylor,3768,3792,284,282,62,54,64,0,11.2,0,4,1,32,2,1,0,64,66.2,64,Nick Taylor,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,-0.06,-0.14,0.72,0.45,1.03,0.97
N. Watney,3768,1042,142,155,14.5,4.4,11,0,0.6,0,2,0,NA,0,0,0,14.5,5,11,Nick Watney,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,-1.54,-1.42,-1.37,-1.45,-4.23,-5.77
P. Cantlay,3768,6007,284,275,75.5,71,71,6,14.6,6,4,1,1,30,30,15,111.5,115.6,92,Patrick Cantlay,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,1,0.6,0.08,0.78,1.26,2.12,2.72
P. Kizzire,3768,3980,284,276,68.5,65.1,73,6,13.2,6,4,1,4,16,16,10,90.5,94.3,89,Patton Kizzire,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T4,1.32,-0.4,1.51,0.05,1.15,2.47
P. Malnati,3768,5692,284,282,56.5,51.7,65,3,10.6,4,4,1,32,2,1,0,61.5,63.3,69,Peter Malnati,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T32,-0.3,0.15,1.15,-0.03,1.27,0.97
P. Rodgers,3768,6825,142,144,25.5,21.1,27,0,5.4,0,2,0,NA,0,0,0,25.5,26.5,27,Patrick Rodgers,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.83,0.78,-1.07,-0.81,-1.1,-0.27
R. Armour,3768,1750,284,281,65.5,59.4,63,0,11.4,0,4,1,20,5,4,2,70.5,74.8,65,Ryan Armour,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,-1.14,0.91,1.38,0.07,2.36,1.22
R. Barnes,3768,801,142,151,19.5,11.9,22,0,0.6,0,2,0,NA,0,0,0,19.5,12.5,22,Ricky Barnes,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,CUT,0.58,-1.49,-1.51,-1.35,-4.35,-3.77
R. Blaum,3768,1935,284,281,71,61.7,62,3,14.6,3,4,1,20,5,4,2,79,80.3,67,Ryan Blaum,NA,NA,NA,Shriners Hospital for Children Open,"TPC Summerlin - Las Vegas, NV",2017-11-05,6.8,2018,0,T20,0.02,0.17,0.64,0.38,1.2,1.22
